day,open,high,low,close,volume
2019-11-27,71.500,77.240,71.100,76.050,13602278
2019-11-28,75.750,78.560,75.450,77.000,12312990
2019-11-29,77.750,78.380,76.200,78.200,9894925
2019-12-02,78.490,81.710,77.180,80.000,12599516
2019-12-03,78.800,81.000,78.350,79.990,7793311
2019-12-04,79.990,87.990,79.990,86.330,22587735
2019-12-05,86.010,91.760,85.410,88.160,22094602
2019-12-06,88.670,90.940,87.770,90.310,11408152
2019-12-09,90.900,91.970,88.640,88.640,10009669
2019-12-10,88.700,91.480,87.200,90.100,10876228
2019-12-11,89.350,93.330,87.420,89.870,13618922
2019-12-12,89.600,92.950,89.600,90.800,12181807
2019-12-13,91.280,91.490,86.800,90.300,12261385
2019-12-16,89.820,92.300,87.600,92.300,14406474
2019-12-17,91.760,91.900,89.000,90.670,10761661
2019-12-18,90.230,93.320,90.140,91.800,11769436
2019-12-19,91.890,91.890,85.500,87.700,15482793
2019-12-20,87.540,88.330,85.800,85.820,7382678
2019-12-23,82.850,84.500,81.820,82.500,12785234
2019-12-24,83.280,86.930,82.630,86.500,10161003
2019-12-25,86.980,95.000,86.500,93.990,19511289
2019-12-26,93.000,93.980,91.500,92.860,8315920
2019-12-27,92.500,92.580,88.180,88.810,11320184
2019-12-30,88.820,90.330,85.860,88.610,8612085
2019-12-31,88.660,89.500,87.000,88.000,5423341
2020-01-02,88.620,93.260,88.000,93.000,11858214
2020-01-03,93.200,94.500,90.200,92.700,8892033
2020-01-06,91.210,93.490,90.350,90.850,9526704
2020-01-07,90.000,91.910,90.000,91.320,6799006
2020-01-08,91.000,91.000,88.130,89.110,7857547
2020-01-09,90.050,90.990,88.560,90.740,7684366
2020-01-10,91.000,94.660,90.000,91.000,12101036
2020-01-13,91.000,100.100,91.000,100.100,13550754
2020-01-14,105.150,108.880,102.630,107.150,19851436
2020-01-15,106.220,108.800,104.500,108.000,12333780
2020-01-16,109.740,117.710,109.000,113.000,16838886
2020-01-17,113.780,114.990,110.390,113.000,11643311
2020-01-20,112.260,121.090,112.260,117.980,12924222
2020-01-21,116.190,119.600,114.830,117.400,8513229
2020-01-22,117.400,127.000,111.940,127.000,12057487
2020-01-23,123.320,129.300,114.300,118.500,15981999
2020-02-03,106.650,110.500,106.650,106.650,13677649
2020-02-04,108.500,117.320,108.500,117.320,11377512
2020-02-05,118.510,129.050,118.510,124.620,17199237
2020-02-06,123.210,137.080,122.000,137.080,15238940
2020-02-07,137.470,146.500,133.000,144.960,13103349
2020-02-10,141.000,144.920,136.390,140.080,11888695
2020-02-11,138.570,143.600,138.570,141.300,9333734
2020-02-12,140.280,143.500,137.400,142.350,11038890
2020-02-13,142.350,153.800,140.700,145.290,14366074
2020-02-14,142.580,151.500,140.200,141.410,11465513
2020-02-17,143.250,147.440,141.600,146.400,8771578
2020-02-18,147.500,156.980,146.510,154.010,11572497
2020-02-19,152.000,160.200,148.920,155.160,11775255
2020-02-20,153.800,158.770,146.530,154.890,13863005
2020-02-21,151.250,154.990,151.010,153.000,11160370
2020-02-24,152.200,168.300,151.530,168.300,16798801
2020-02-25,167.500,180.150,158.000,174.700,16703253
2020-02-26,170.000,173.500,157.230,157.230,15802590
2020-02-27,160.000,168.180,158.540,162.600,18844946
2020-02-28,150.000,158.590,146.340,148.010,18665087
2020-03-02,152.020,154.360,138.010,142.200,20373812
2020-03-03,146.160,150.000,139.510,141.490,17638646
2020-03-04,138.360,139.900,127.550,131.720,21306271
2020-03-05,134.000,137.000,129.530,136.990,17006605
2020-03-06,134.030,138.500,132.000,133.720,10481634
2020-03-09,131.160,131.550,120.650,121.850,17123427
2020-03-10,125.000,133.930,125.000,133.230,19431653
2020-03-11,133.700,134.000,124.600,124.640,17244593
2020-03-12,121.190,127.980,121.190,126.000,13077786
2020-03-13,120.540,136.050,120.540,133.400,20519855
2020-03-16,133.550,138.880,126.890,130.330,19859846
2020-03-17,134.500,138.000,125.520,137.150,16261395
2020-03-18,138.880,141.860,133.000,134.490,15275588
2020-03-19,136.960,144.700,133.730,143.000,14580404
2020-03-20,145.000,148.700,141.810,144.010,14316812
2020-03-23,137.500,141.850,129.610,129.610,12979217
2020-03-24,132.980,133.260,117.000,125.300,17633203
2020-03-25,128.000,131.450,125.460,127.250,11262441
2020-03-26,125.000,129.000,122.220,123.820,8833547
2020-03-27,126.050,128.500,122.610,123.810,7393317
2020-03-30,121.810,122.000,113.580,117.100,11586976
2020-03-31,119.180,121.300,115.710,116.300,7427925
2020-04-01,115.400,120.170,115.100,116.240,7612266
2020-04-02,115.420,127.800,115.420,127.090,14748742
2020-04-03,125.100,127.000,123.770,124.600,8544587
2020-04-07,130.810,131.480,126.500,126.650,8866191
2020-04-08,125.990,129.660,125.300,126.180,6690300
2020-04-09,127.780,127.880,123.000,125.660,5950980
2020-04-10,124.740,125.650,116.050,117.000,9080399
2020-04-13,116.050,118.140,112.330,114.190,6077260
2020-04-14,116.000,120.510,114.190,120.140,7479820
2020-04-15,121.770,125.890,119.800,122.180,10324688
2020-04-16,120.150,126.200,118.960,125.250,8001015
2020-04-17,130.500,137.780,130.100,136.710,17996466
2020-04-20,135.000,138.250,133.230,137.990,9099754
2020-04-21,136.400,139.330,132.380,135.850,8207759
2020-04-22,134.420,139.510,132.430,139.220,8343627
2020-04-23,139.100,139.790,133.000,133.480,7908090
2020-04-24,133.180,136.500,130.460,132.000,5850739
2020-04-27,134.500,135.790,130.100,133.600,6294536
2020-04-28,133.610,144.950,132.150,141.930,12097193
2020-04-29,140.980,143.310,139.230,142.300,5768837
2020-04-30,144.860,156.160,143.310,152.170,11563431
2020-05-06,154.000,163.360,154.000,161.010,11463923
2020-05-07,161.010,164.360,157.000,158.260,7555546
2020-05-08,159.860,164.490,154.560,156.150,10147420
2020-05-11,156.210,158.660,151.200,152.530,8470348
2020-05-12,154.110,155.200,148.660,154.150,9829039
2020-05-13,158.000,165.000,155.220,158.800,15295664
2020-05-14,158.000,162.000,155.770,155.870,9473762
2020-05-15,155.870,165.270,154.510,161.990,12958830
2020-05-18,170.460,178.000,160.000,167.080,20849874
2020-05-19,168.430,183.790,163.900,183.790,19532268
2020-05-20,179.000,183.180,171.070,174.200,16426981
2020-05-21,173.420,173.890,156.960,160.940,17845333
2020-05-22,158.510,161.210,151.700,157.250,13733372
2020-05-25,157.620,158.750,152.510,153.900,8409287
2020-05-26,155.580,162.100,155.440,160.280,11466438
2020-05-27,158.500,167.370,158.010,161.670,11682630
2020-05-28,161.790,161.790,146.600,150.720,16201654
2020-05-29,148.000,154.290,147.150,152.000,9559645
2020-06-01,155.000,160.750,153.090,157.250,11246343
2020-06-02,159.990,161.010,156.000,158.150,10357435
2020-06-03,158.590,160.880,155.200,156.430,8880207
2020-06-04,156.430,158.000,151.500,152.370,7358316
2020-06-05,153.060,156.500,152.800,154.130,6595675
2020-06-08,156.210,159.570,154.660,155.040,6909711
2020-06-09,153.580,158.300,151.090,157.330,6912020
2020-06-10,156.000,156.470,152.150,155.770,6780638
2020-06-11,157.190,162.580,156.000,157.000,11702878
2020-06-12,152.000,154.600,150.030,150.210,13947768
2020-06-15,147.900,148.240,142.900,142.920,11452656
2020-06-16,145.200,149.280,145.010,149.200,8554017
2020-06-17,149.500,150.280,147.000,149.460,4975011
2020-06-18,149.680,152.880,146.510,152.160,7685091
2020-06-19,154.000,158.890,150.320,156.010,8510127
2020-06-22,159.500,169.500,159.200,168.330,13242984
2020-06-23,166.590,168.810,163.000,167.860,10076912
2020-06-24,169.290,173.840,167.500,169.040,9174586
2020-06-29,168.000,171.580,165.000,166.240,7282112
2020-06-30,170.000,172.920,168.380,170.910,6846119
2020-07-01,171.380,178.580,169.000,173.750,9177580
2020-07-02,173.650,178.000,170.000,171.300,8956670
2020-07-03,170.300,185.150,170.300,180.160,12817998
2020-07-06,181.880,198.180,181.000,198.180,14433845
2020-07-07,205.990,218.000,200.100,202.830,15021968
2020-07-08,204.100,214.780,201.900,211.980,11299054
2020-07-09,206.950,219.890,205.630,212.000,11370851
2020-07-10,211.000,226.300,208.880,221.300,11782847
2020-07-13,217.280,225.000,212.500,224.510,14336896
2020-07-14,214.000,218.800,207.000,214.060,16984437
2020-07-15,213.920,216.880,194.440,198.000,15500687
2020-07-16,196.050,199.800,178.200,178.200,14580910
2020-07-17,176.990,179.870,169.500,173.000,11928592
2020-07-20,176.000,182.300,167.330,182.280,11749650
2020-07-21,179.940,185.180,177.210,182.000,8214476
2020-07-22,182.000,194.660,180.360,187.000,10071037
2020-07-23,185.000,192.200,184.480,191.850,8911175
2020-07-24,187.810,189.770,177.960,178.590,9366034
2020-07-27,178.630,183.480,171.810,177.210,6383889
2020-07-28,179.510,180.780,173.660,176.240,4789713
2020-07-29,176.500,189.800,176.250,189.200,8499561
2020-07-30,189.100,189.880,185.490,189.540,7339626
2020-07-31,188.880,208.490,187.000,208.490,13472735
2020-08-03,229.330,229.340,226.010,229.340,4347743
2020-08-04,236.000,238.880,210.000,213.000,15768287
2020-08-05,224.000,224.000,213.000,215.000,14254414
2020-08-06,210.500,224.600,203.850,217.970,13122056
2020-08-07,216.000,217.600,198.110,208.400,13109954
2020-08-10,201.010,228.000,200.000,220.800,13171116
2020-08-11,218.990,230.600,217.500,219.800,10438469
2020-08-12,218.000,220.040,203.990,212.620,9270102
2020-08-13,214.630,215.580,204.200,205.000,7139879
2020-08-14,203.010,210.990,203.010,208.000,5116205
2020-08-17,208.220,214.450,205.340,213.190,6872188
2020-08-18,212.500,218.500,207.580,214.230,6299236
2020-08-19,212.030,221.600,206.030,207.800,9137022
2020-08-20,202.000,206.680,196.620,199.000,7416816
2020-08-21,202.000,203.300,197.210,199.400,4543869
2020-08-24,201.000,201.000,192.000,194.700,5841384
2020-08-25,200.000,200.000,192.550,195.390,4257828
2020-08-26,194.990,194.990,182.990,184.700,8652758
2020-08-27,185.110,192.960,181.010,189.000,6545612
2020-08-28,190.000,192.230,186.680,190.740,4714031
2020-08-31,193.000,194.100,184.300,184.300,7330051
2020-09-01,183.500,187.200,182.040,185.920,4171637
2020-09-02,186.000,186.910,179.200,180.030,7220348
2020-09-03,181.880,185.500,177.500,184.990,7415508
2020-09-04,182.000,195.000,181.170,187.050,11758205
2020-09-07,187.000,187.000,168.350,170.130,14087006
2020-09-08,168.900,169.970,164.360,167.090,7642170
2020-09-09,164.510,164.720,150.500,155.000,9219506
2020-09-10,159.000,161.650,155.500,156.430,6738099
2020-09-11,155.950,159.300,153.000,157.200,8936460
2020-09-14,157.200,157.990,151.530,153.400,8295135
2020-09-15,153.440,163.770,151.460,160.000,9833563
2020-09-16,157.760,160.700,155.050,155.970,5530449
2020-09-17,156.000,161.990,153.870,160.480,6821272
2020-09-18,160.090,163.830,158.350,163.580,5532279
2020-09-21,163.900,169.840,162.700,163.570,6215075
2020-09-22,160.700,163.000,158.310,158.730,3858055
2020-09-23,159.830,161.980,158.000,160.310,4047125
2020-09-24,158.690,160.000,156.000,156.880,3429501
2020-09-25,158.400,158.880,155.080,156.850,3049269
2020-09-28,155.030,156.490,151.800,154.760,4261231
2020-09-29,157.590,164.890,156.170,161.090,6445319
2020-09-30,162.000,162.500,158.210,159.060,3736913
2020-10-09,163.100,164.260,160.310,161.700,4389980
2020-10-12,164.000,177.870,162.510,177.870,10018845
2020-10-13,178.300,180.350,175.660,179.990,6092452
2020-10-14,180.000,180.300,173.000,174.000,5945997
2020-10-15,174.050,179.200,169.990,171.550,5292729
2020-10-16,172.460,174.550,169.000,173.210,3461671
2020-10-19,173.920,174.990,167.250,168.280,4271688
2020-10-20,168.000,171.140,165.080,170.570,3084054
2020-10-21,170.750,171.000,156.110,164.400,9320411
2020-10-22,160.800,164.300,160.100,161.110,3271004
2020-10-23,161.010,164.500,157.220,157.720,3445598
2020-10-26,156.500,160.780,155.010,159.500,2967391
2020-10-27,157.910,163.000,157.550,162.280,2726041
2020-10-28,161.590,164.000,158.510,163.800,3597177
2020-10-29,160.280,163.490,160.000,161.340,3150813
2020-10-30,162.000,176.000,161.900,171.000,10541225
2020-11-02,171.550,181.000,170.000,178.960,9301195
2020-11-03,180.200,185.520,178.060,180.900,8046950
2020-11-04,180.900,180.930,173.820,174.010,7317185
2020-11-05,179.010,181.490,175.100,178.650,6044408
2020-11-06,178.650,190.000,175.990,189.880,10598979
2020-11-09,192.910,208.800,192.900,204.490,12982105
2020-11-10,199.000,199.200,190.800,195.000,10889793
2020-11-11,191.590,194.000,179.010,179.260,10301996
2020-11-12,182.790,182.790,176.500,179.700,5324885
2020-11-13,177.000,184.980,176.000,181.870,5778800
2020-11-16,181.800,181.800,176.660,179.400,5084062
2020-11-17,179.120,183.830,171.050,183.320,8295124
2020-11-18,181.500,182.990,177.000,179.480,5551324
2020-11-19,176.000,183.000,175.400,178.890,4114265
2020-11-20,178.800,180.580,175.580,176.170,4090782
2020-11-23,175.300,178.500,173.210,176.170,4736574
2020-11-24,175.960,179.860,175.960,176.900,5328436
2020-11-25,176.900,178.980,175.510,176.900,4352320
2020-11-26,177.880,178.540,169.200,169.350,6107502
2020-11-27,168.220,172.530,166.500,169.660,4728888
2020-11-30,170.000,173.780,166.920,172.000,5789380
2020-12-01,171.480,172.200,169.530,171.400,4350193
2020-12-02,172.000,175.400,170.400,171.060,7479475
2020-12-03,170.810,171.000,163.500,164.920,8300286
2020-12-04,164.110,166.770,163.500,165.380,5204727
2020-12-07,170.660,178.120,170.660,175.800,13035961
2020-12-08,175.820,176.500,171.110,172.800,7441304
2020-12-09,173.560,173.780,168.000,168.300,5535731
2020-12-10,167.500,169.500,165.680,168.700,5386954
2020-12-11,168.090,169.940,163.850,164.880,7275064
2020-12-14,164.000,165.600,159.020,165.600,7550416
2020-12-15,165.000,168.140,163.290,164.810,5766395
2020-12-16,164.300,164.360,158.300,159.480,6535162
2020-12-17,159.390,161.850,157.700,160.690,5301044
2020-12-18,164.490,164.600,158.800,159.000,5527816
2020-12-21,158.810,174.900,158.810,173.250,17884208
2020-12-22,172.000,174.120,163.500,164.240,12321555
2020-12-23,164.110,172.900,162.000,172.820,12404198
2020-12-24,173.000,178.000,170.700,176.080,11449412
2020-12-25,174.000,178.500,171.000,172.790,7621849
2020-12-28,172.000,175.850,169.080,172.620,6625798
2020-12-29,171.660,178.980,170.060,175.770,9002619
2020-12-30,173.510,174.700,168.050,173.040,8704199
2020-12-31,175.200,183.840,175.200,180.740,13934364
2021-01-04,181.900,193.380,180.740,192.750,13428071
2021-01-05,189.500,198.260,189.050,197.850,11875388
2021-01-06,201.000,201.490,189.000,192.120,10041356
2021-01-07,192.120,192.900,182.010,190.540,10684861
2021-01-08,191.500,191.500,183.080,187.250,10353087
2021-01-11,189.000,205.980,189.000,200.120,15207952
2021-01-12,200.120,208.560,197.560,206.290,11480642
2021-01-13,205.010,226.920,205.010,223.200,18285512
2021-01-14,225.990,228.000,213.500,218.580,15512396
2021-01-15,220.010,228.000,205.200,214.860,16613251
2021-01-18,212.020,236.000,207.180,233.980,13049920
2021-01-19,232.000,237.980,227.680,231.010,10172248
2021-01-20,227.000,232.580,223.210,227.500,8363549
2021-01-21,229.000,231.700,222.070,225.100,9517262
2021-01-22,226.500,228.380,210.160,221.010,13567245
2021-01-25,219.830,228.000,214.560,223.190,11380570
2021-01-26,222.960,227.320,213.770,218.300,7613913
2021-01-27,217.600,220.800,210.000,216.680,6454805
2021-01-28,213.600,214.280,199.380,200.730,9675363
2021-01-29,204.010,206.580,196.500,200.400,6960682
2021-02-01,200.880,204.880,198.500,201.990,4365406
2021-02-02,201.800,204.400,191.180,204.040,7763957
2021-02-03,201.500,203.000,194.440,196.500,7596176
2021-02-04,192.000,196.480,185.880,194.000,10676216
2021-02-05,196.010,196.500,188.000,189.700,6715220
2021-02-08,190.020,199.990,190.010,197.600,6535458
2021-02-09,197.600,203.200,195.000,201.000,6264147
2021-02-10,201.010,204.310,196.500,201.590,5839374
2021-02-18,206.660,218.160,203.660,210.950,10734482
2021-02-19,207.890,207.940,193.080,198.200,9518265
2021-02-22,195.900,199.420,192.000,192.800,6094540
2021-02-23,189.030,196.230,187.850,192.860,4755550
2021-02-24,192.500,201.500,191.010,194.600,6855150
2021-02-25,198.000,199.580,186.910,191.130,7715595
2021-02-26,185.000,188.290,177.400,179.400,8928866
2021-03-01,182.340,186.390,180.250,186.180,5239339
2021-03-02,195.470,202.680,194.110,199.900,12605811
2021-03-03,196.700,196.700,185.200,189.990,9848419
2021-03-04,193.000,193.410,182.010,183.400,7383759
2021-03-05,178.000,181.990,177.000,181.980,5327297
2021-03-08,182.980,183.990,164.440,165.010,8926688
2021-03-09,161.710,162.880,154.300,155.130,8622741
2021-03-10,158.660,159.000,151.880,152.300,8022659
2021-03-11,152.720,160.360,148.600,156.100,11071048
2021-03-12,156.100,157.490,150.550,152.490,7237515
2021-03-15,149.550,149.550,144.290,145.560,7081029
2021-03-16,149.070,149.520,138.990,139.550,8643651
2021-03-17,143.500,145.390,140.680,144.800,6461209
2021-03-18,145.420,146.000,143.510,144.900,3993202
2021-03-19,141.020,145.530,140.220,142.000,4690012
2021-03-22,142.280,143.490,137.900,140.760,5449193
2021-03-23,140.830,144.260,138.550,139.950,4366356
2021-03-24,138.700,139.850,133.530,134.100,5472691
2021-03-25,134.000,140.740,133.640,138.850,5618582
2021-03-26,139.500,142.880,138.000,141.450,4932779
2021-03-29,142.380,146.040,141.470,142.370,5583006
2021-03-30,142.400,145.540,141.500,144.380,4498554
2021-03-31,144.030,144.380,140.300,143.540,3314657
2021-04-01,144.240,152.180,144.240,151.990,7014861
2021-04-02,152.200,167.000,152.200,164.250,10856264
2021-04-06,164.260,165.000,159.000,160.290,6213480
2021-04-07,161.380,164.490,157.830,163.400,6221245
2021-04-08,161.030,166.800,160.500,162.210,5315080
2021-04-09,161.290,165.090,158.980,159.500,4252602
2021-04-12,162.000,165.500,160.200,162.300,6415604
2021-04-13,161.560,161.950,156.800,157.500,4594488
2021-04-14,158.010,159.500,154.800,155.450,4462078
2021-04-15,155.510,156.000,149.050,153.200,5487536
2021-04-16,153.990,154.910,147.280,151.120,4374904
2021-04-19,152.000,157.790,148.330,157.490,5085628
2021-04-20,155.010,158.480,155.010,156.850,3734941
2021-04-21,155.020,158.660,154.700,158.030,3718680
2021-04-22,157.000,160.000,151.910,155.930,7141554
2021-04-23,155.930,164.710,155.800,163.970,7477079
2021-04-26,164.630,172.880,164.630,166.400,8158466
2021-04-27,165.100,170.700,165.010,166.170,5313658
2021-04-28,166.650,166.990,160.620,164.300,5530322
2021-04-29,165.200,172.860,164.500,169.780,7439422
2021-04-30,169.790,169.900,164.280,165.620,6001334
2021-05-06,162.500,168.660,160.700,167.500,5361055
2021-05-07,166.620,172.780,162.300,162.300,6713219
2021-05-10,160.140,161.010,150.000,152.200,7638803
2021-05-11,149.880,154.000,148.130,153.000,4336114
2021-05-12,151.810,165.200,150.500,163.490,5803250
2021-05-13,159.900,163.300,158.180,159.200,3524258
2021-05-14,161.030,165.100,158.460,163.750,4006904
2021-05-17,165.900,174.710,165.300,169.940,6688774
2021-05-18,171.000,179.840,171.000,176.460,7324534
2021-05-19,175.500,181.000,173.130,176.080,4684050
2021-05-20,175.000,176.450,172.380,174.200,4350761
2021-05-21,175.130,177.590,168.580,168.910,4052791
2021-05-24,172.050,172.500,166.000,171.230,5436367
2021-05-25,171.000,176.860,168.400,176.750,9163336
2021-05-26,176.760,178.400,173.020,174.400,6555538
2021-05-27,173.000,191.500,173.000,188.880,12983662
2021-05-28,185.500,191.830,185.360,187.150,11986735
2021-05-31,190.150,195.620,184.700,188.200,9102542
2021-06-01,187.860,206.880,187.040,202.000,14358767
2021-06-02,200.650,206.790,198.600,205.000,9639098
2021-06-03,202.000,206.560,196.860,203.940,6538278
2021-06-04,202.800,213.620,198.390,209.000,8784993
2021-06-07,217.000,229.000,214.000,215.600,10521465
2021-06-08,216.680,219.560,209.900,216.550,6541028
2021-06-09,214.580,221.150,213.520,217.040,5710030
2021-06-10,218.200,229.160,218.200,228.200,6956287
2021-06-11,227.000,228.000,216.280,219.080,6895788
2021-06-15,217.850,240.000,217.020,238.030,11023147
2021-06-16,237.000,243.390,227.230,228.990,8332201
2021-06-17,231.010,251.890,227.690,251.890,13065645
2021-06-18,251.890,261.830,247.860,260.410,12600075
2021-06-21,256.000,258.950,248.100,251.970,10467080
2021-06-22,252.100,256.300,248.100,251.700,6400881
2021-06-23,251.700,274.880,249.000,269.700,9880994
2021-06-24,269.530,269.530,248.600,257.930,10281363
2021-06-25,256.020,265.330,251.000,264.000,7805738
2021-06-28,266.000,278.300,266.000,269.350,7407987
2021-06-29,269.350,275.480,262.580,273.880,6008836
2021-06-30,273.760,295.770,272.600,277.380,8979720
2021-07-01,271.010,282.000,267.000,268.000,7158988
2021-07-02,262.700,272.340,254.030,266.690,7750231
2021-07-05,272.020,289.990,271.220,287.880,7840907
2021-07-06,285.000,299.910,278.000,289.000,8291830
2021-07-07,281.000,312.500,275.000,308.290,9737481
2021-07-08,305.000,330.000,304.000,329.500,7947045
2021-07-09,320.370,340.870,308.010,329.000,7796424
2021-07-12,328.000,344.200,314.950,334.640,8046494
2021-07-13,330.000,333.910,310.000,323.330,7758587
2021-07-14,319.890,328.880,314.000,316.630,5986432
2021-07-15,313.000,335.000,310.740,332.000,7426785
2021-07-16,328.000,351.000,320.000,324.210,7222521
2021-07-19,320.000,334.200,319.340,323.150,5589975
2021-07-20,318.150,326.330,308.180,314.770,7361426
2021-07-21,322.320,346.250,318.650,346.250,10427675
2021-07-22,350.000,380.880,335.500,375.180,12041534
2021-07-23,375.000,384.660,367.380,373.380,7253547
2021-07-26,369.470,380.740,353.010,368.550,7015958
2021-07-27,371.990,405.020,362.000,373.000,11127465
2021-07-28,364.000,374.160,337.030,372.880,10578149
2021-07-29,379.950,400.010,365.500,393.960,11603708
2021-07-30,389.880,432.000,386.080,432.000,9200238
2021-08-02,423.240,429.640,389.650,402.600,11910830
2021-08-03,377.000,391.720,362.340,362.340,12408782
2021-08-04,362.340,398.000,352.260,397.000,14114481
2021-08-05,383.000,389.600,371.150,381.970,8748480
2021-08-06,385.500,393.660,360.880,376.000,10167039
2021-08-09,363.500,380.380,338.400,365.880,11339102
2021-08-10,362.740,370.000,344.000,355.620,6890923
2021-08-11,355.000,374.800,350.650,363.000,7459073
2021-08-12,360.000,389.310,359.000,370.970,6726446
2021-08-13,371.830,371.830,348.800,348.980,6810148
2021-08-16,337.010,356.660,331.130,346.750,8142871
2021-08-17,346.020,352.540,321.890,324.600,10206495
2021-08-18,330.490,348.100,329.000,341.000,7440378
2021-08-19,345.630,373.110,340.000,362.480,8721923
2021-08-20,362.510,376.260,359.660,365.800,7419730
2021-08-23,372.490,399.960,360.170,397.030,9408320
2021-08-24,396.030,412.000,388.000,390.000,6412186
2021-08-25,400.100,401.550,380.490,394.600,5085084
2021-08-26,390.200,401.250,381.900,383.000,5514009
2021-08-27,380.000,394.350,378.010,390.000,4142186
2021-08-30,391.710,398.280,351.000,351.010,11102463
2021-08-31,351.020,373.890,349.940,355.850,11928340
2021-09-01,361.880,362.000,332.860,345.000,8168505
2021-09-02,349.690,349.690,312.000,317.080,14065108
2021-09-03,311.500,343.880,307.770,329.000,12292648
2021-09-06,326.640,348.880,325.300,345.000,7635050
2021-09-07,345.690,352.000,335.910,342.750,4872696
2021-09-08,339.880,352.910,337.000,343.000,4080368
2021-09-09,337.010,345.640,328.000,338.870,5035896
2021-09-10,339.000,372.760,335.030,369.700,8992145
2021-09-13,367.000,368.000,337.000,342.470,7993976
2021-09-14,342.950,376.720,338.500,376.720,8970894
2021-09-15,380.900,390.260,369.230,373.900,7320600
2021-09-16,365.000,374.900,356.170,358.030,5499440
2021-09-17,359.370,372.180,347.760,357.000,4471330
2021-09-22,349.140,390.000,348.900,370.990,6427101
2021-09-23,380.080,391.580,360.500,384.990,7079320
2021-09-24,384.900,395.000,377.200,382.660,5594818
2021-09-27,390.000,403.000,372.010,376.110,6586359
2021-09-28,376.410,389.860,358.000,377.220,6151081
2021-09-29,366.690,372.000,360.010,362.200,5402629
2021-09-30,362.000,375.620,353.050,365.690,6590861
2021-10-08,375.620,376.600,339.590,353.010,8459961
2021-10-11,355.000,356.990,335.500,337.600,7621368
2021-10-12,335.000,345.230,328.050,329.780,5320758
2021-10-13,331.780,339.690,325.450,337.250,5100057
2021-10-14,333.990,342.470,329.190,338.960,3255178
2021-10-15,340.000,359.540,332.510,354.050,6796014
2021-10-18,349.830,360.010,337.360,359.300,5625927
2021-10-19,353.000,360.960,343.010,344.000,5273200
2021-10-20,346.000,352.330,343.360,347.220,3816432
2021-10-21,347.390,351.500,336.770,342.430,3396802
2021-10-22,345.210,370.000,339.000,368.000,8242648
2021-10-25,366.810,376.890,366.000,374.700,5088353
2021-10-26,375.000,381.500,367.500,375.910,3770704
2021-10-27,375.910,379.000,365.550,375.980,3770186
2021-10-28,379.210,385.500,371.810,375.500,4066169
2021-10-29,371.360,393.340,364.600,371.250,6695597
2021-11-01,366.000,388.880,365.000,381.000,5740206
2021-11-02,385.200,403.050,379.000,398.000,7097945
2021-11-03,405.600,413.900,377.100,387.510,5639233
2021-11-04,389.000,399.510,380.030,382.260,4613525
2021-11-05,386.090,396.260,376.770,378.000,4571392
2021-11-08,371.000,385.880,366.000,381.440,4147170
2021-11-09,384.000,404.660,375.060,404.200,7084705
2021-11-10,399.800,412.200,395.500,411.000,6020243
2021-11-11,401.940,452.100,401.940,451.900,11258924
2021-11-12,446.040,452.780,435.780,440.990,6686250
2021-11-15,441.990,444.000,410.000,415.810,7001238
2021-11-16,415.820,417.990,399.000,407.060,4765460
2021-11-17,411.110,411.200,393.000,409.130,4632278
2021-11-18,405.010,412.990,396.850,405.260,3459558
2021-11-19,404.000,405.980,386.080,395.510,5744821
2021-11-22,388.710,405.990,388.710,403.560,6976758
2021-11-23,399.000,401.800,385.190,388.000,6368405
2021-11-24,385.010,393.890,384.500,386.800,3846054
2021-11-25,383.500,394.800,383.000,391.600,4139199
2021-11-26,388.390,388.390,371.230,372.090,6591135
2021-11-29,366.000,378.500,364.880,376.330,3942609
2021-11-30,379.000,390.910,376.330,386.990,5785667
2021-12-01,383.000,393.870,377.740,381.700,3612819
2021-12-02,379.000,385.580,373.000,377.980,3849973
2021-12-03,382.000,388.880,375.500,387.000,5934498
2021-12-06,384.990,388.000,379.510,384.720,3821447
2021-12-07,388.000,388.000,360.720,363.760,5707270
2021-12-08,364.350,378.850,364.310,378.390,5171362
2021-12-09,376.000,378.960,368.720,374.200,4076717
2021-12-10,371.460,374.000,365.210,367.920,4784748
2021-12-13,367.940,373.790,365.050,369.000,3613022
2021-12-14,368.740,369.350,361.000,368.500,4710218
2021-12-15,366.000,371.540,357.700,361.060,3883966
2021-12-16,363.180,375.500,361.000,369.500,5469998
2021-12-17,366.000,368.000,342.180,345.500,7581814
2021-12-20,343.000,356.880,341.000,343.000,6373203
2021-12-21,342.980,353.490,342.110,346.480,4461888
2021-12-22,349.010,355.000,342.400,342.800,4692601
2021-12-23,344.060,347.690,338.010,340.800,3440942
2021-12-24,340.690,344.990,323.000,330.000,6607854
2021-12-27,332.990,333.220,321.000,324.360,4289065
2021-12-28,324.500,329.990,320.700,329.720,5416879
2021-12-29,330.020,335.900,323.000,329.670,4460670
2021-12-30,328.210,343.780,326.340,340.110,7221312
2021-12-31,340.880,347.700,335.000,347.020,5207794
